thoi_gian,nganh_hoc,gioi_tinh,to_hop_thi,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,muc_tieu_ma,muc_tieu_nhan,ghi_chu_thieu_du_lieu
8/14/2026 20:25,Công nghệ chế biến thủy sản,Nữ,"A00 (Toán, Lý, Hóa)",3,2,3,3,3,4,2,5,2,1,,,,5,,,,8,8.25,,1,Đi làm,
8/14/2026 20:30,Quản trị kinh doanh,Nam,"A00 (Toán, Lý, Hóa)",4,3,3,5,2,1,2,2,4,2,,,,8.75,,,,8.75,6.5,,1,Đi làm,
8/14/2026 20:36,Khoa học dữ liệu,Nữ,"A01 (Toán, Lý, Anh)",3,4,4,5,5,2,2,1,2,2,,,7.5,5.75,,,,9,,,2,Nghiên cứu,
8/14/2026 20:42,Marketing,Nữ,"D07 (Toán, Hóa, Anh)",5,1,3,4,3,2,1,2,4,3,,,8.25,8.5,,,,,8.5,,1,Đi làm,
8/14/2026 20:48,Công nghệ chế biến thủy sản,Nam,"B00 (Toán, Hóa, Sinh)",3,2,3,3,4,5,2,5,2,2,,,,9.25,,,,,5.75,8,1,Đi làm,
8/14/2026 20:54,Đảm bảo chất lượng và an toàn thực phẩm,Nam,"A00 (Toán, Lý, Hóa)",3,3,2,3,3,3,3,5,2,2,,,,8,,,,6.75,8.75,,3,Kinh doanh,
8/14/2026 20:58,An toàn thông tin,Nam,"X26 (Toán, Tin, Anh)",1,5,5,5,4,2,2,1,2,1,,,5.25,9.5,,6.25,,,,,1,Đi làm,
8/14/2026 21:04,Công nghệ vật liệu,Nam,"A00 (Toán, Lý, Hóa)",2,2,2,3,4,4,3,3,3,1,,,,5.25,,,,8.5,5.25,,1,Đi làm,
8/14/2026 21:08,Quản lý tài nguyên và môi trường,Nữ,"D01 (Toán, Văn, Anh)",3,3,2,3,4,3,4,3,3,2,6.5,,7.75,9.5,,,,,,,1,Đi làm,
8/14/2026 21:14,Công nghệ tài chính,Nam,"D01 (Toán, Văn, Anh)",4,3,4,5,3,1,2,2,2,3,7.75,,8.25,8.5,,,,,,,1,Đi làm,
8/14/2026 21:20,An toàn thông tin,Nữ,"A00 (Toán, Lý, Hóa)",1,4,4,4,4,2,2,1,2,2,,,,6.25,,,,7.5,8.5,,1,Đi làm,
8/14/2026 21:26,"Công nghệ dệt, may",Nữ,"D01 (Toán, Văn, Anh)",2,2,5,2,2,2,2,2,2,5,8.5,,5.25,5.5,,,,,,,1,Đi làm,
8/14/2026 21:31,Công nghệ kỹ thuật điện - điện tử,Nữ,"A00 (Toán, Lý, Hóa)",2,4,5,5,4,1,1,2,3,2,,,,8,,,,7.75,5.75,,1,Đi làm,
8/14/2026 21:37,Công nghệ kỹ thuật điều khiển và TĐH,Nữ,"D07 (Toán, Hóa, Anh)",1,5,3,4,3,1,1,1,2,1,,,8.5,7.5,,,,,8.25,,1,Đi làm,
8/14/2026 21:40,Khoa học dinh dưỡng và ẩm thực,Nam,"B00 (Toán, Hóa, Sinh)",2,2,3,3,4,5,2,5,3,1,,,,9.5,,,,,6.5,9.5,1,Đi làm,
8/14/2026 21:47,Công nghệ kỹ thuật điều khiển và TĐH,Nữ,"C01 (Văn, Toán, Lý)",1,4,4,5,4,1,2,2,2,1,6.25,,,9.5,,,,8.5,,,1,Đi làm,
8/14/2026 21:53,Du lịch,Nam,"A01 (Toán, Lý, Anh)",4,2,3,2,3,2,2,4,3,2,,,7.75,8,,,,5.25,,,1,Đi làm,
8/14/2026 21:58,Khoa học chế biến món ăn,Nữ,"B00 (Toán, Hóa, Sinh)",2,3,2,3,3,5,3,4,2,2,,,,8.25,,,,,7.25,5.75,1,Đi làm,
8/14/2026 22:01,Quản trị kinh doanh,Nam,"A00 (Toán, Lý, Hóa)",4,2,3,5,2,2,1,1,2,2,,,,5.75,,,,9.25,8,,1,Đi làm,
8/14/2026 22:04,Thương mại điện tử,Nữ,"A00 (Toán, Lý, Hóa)",4,2,3,3,2,1,2,1,2,2,,,,5.25,,,,9.25,5.75,,1,Đi làm,
8/15/2026 0:32,Tài chính ngân hàng,Nữ,"A00 (Toán, Lý, Hóa)",4,2,4,3,2,2,3,3,3,4,,,,9,,,,7.75,8.75,,1,Đi làm,
8/15/2026 9:55,Khoa học dinh dưỡng và ẩm thực,Nữ,"B00 (Toán, Hóa, Sinh)",5,5,5,5,5,5,5,5,5,5,,,,7,,,,,8,8,1,Đi làm,
8/15/2026 19:05,Công nghệ chế tạo máy,Nữ,"D07 (Toán, Hóa, Anh)",4,3,4,4,4,2,2,1,1,1,,,8,7.5,,,,,5,,1,Đi làm,
8/15/2026 19:09,Marketing,Nữ,"D01 (Toán, Văn, Anh)",5,1,3,3,3,2,2,2,4,2,9.5,,7,5.75,,,,,,,1,Đi làm,
8/15/2026 19:13,Công nghệ kỹ thuật hóa học,Nam,"A01 (Toán, Lý, Anh)",2,3,2,5,4,5,2,3,3,1,,,9,6,,,,8.75,,,1,Đi làm,
8/15/2026 19:18,Quản trị kinh doanh thực phẩm,Nam,"A01 (Toán, Lý, Anh)",2,2,3,3,4,5,2,4,2,1,,,8.5,6,,,,6.75,,,1,Đi làm,
8/15/2026 19:24,Khoa học dinh dưỡng và ẩm thực,Nữ,"D07 (Toán, Hóa, Anh)",3,2,2,4,3,3,3,4,3,1,,,7.25,7.25,,,,,5.5,,1,Đi làm,
8/15/2026 19:28,Quản trị kinh doanh,Nữ,"D01 (Toán, Văn, Anh)",5,2,3,4,3,1,2,2,2,2,7.75,,8.75,8.5,,,,,,,4,Chưa xác định,
8/15/2026 19:31,Đảm bảo chất lượng và an toàn thực phẩm,Nam,"D07 (Toán, Hóa, Anh)",2,3,3,3,5,4,3,5,2,2,,,6.75,5.75,,,,,5,,1,Đi làm,
8/15/2026 19:37,Quản lý Công nghiệp,Nam,"A00 (Toán, Lý, Hóa)",4,2,3,3,2,2,1,1,3,2,,,,5.5,,,,8,8,,3,Kinh doanh,
8/15/2026 19:42,Kế toán,Nữ,"A00 (Toán, Lý, Hóa)",5,1,3,3,2,2,1,2,3,3,,,,8,,,,8.5,7,,1,Đi làm,
8/15/2026 19:47,Ngôn ngữ Trung Quốc,Nam,"D14 (Văn, Anh, Sử)",4,1,5,2,4,1,1,2,3,2,5,,7.5,,,,5.25,,,,1,Đi làm,
8/15/2026 19:52,Trí tuệ nhân tạo,Nữ,"D01 (Toán, Văn, Anh)",1,4,4,5,5,1,1,1,3,2,6,,5.75,5.75,,,,,,,1,Đi làm,
8/15/2026 19:56,Quản trị kinh doanh,Nữ,"D07 (Toán, Hóa, Anh)",5,2,4,4,2,2,2,1,4,2,,,5.5,5,,,,,8.75,,1,Đi làm,
8/15/2026 20:01,Trí tuệ nhân tạo,Nam,"X26 (Toán, Tin, Anh)",2,5,3,5,5,1,1,2,3,1,,,7.25,9.5,,9.25,,,,,1,Đi làm,
8/15/2026 20:05,Ngôn ngữ Anh,Nam,"D14 (Văn, Anh, Sử)",5,2,4,3,4,1,2,1,2,4,5.75,,7.5,,,,8,,,,1,Đi làm,
8/15/2026 20:09,Marketing,Nam,"D07 (Toán, Hóa, Anh)",4,3,5,4,2,1,2,1,3,3,,,8,7.75,,,,,5.5,,1,Đi làm,
8/15/2026 20:15,Công nghệ tài chính,Nữ,"D01 (Toán, Văn, Anh)",5,1,4,4,2,1,1,1,2,2,9.5,,6.5,9.5,,,,,,,1,Đi làm,
8/15/2026 20:19,Luật,Nam,"D01 (Toán, Văn, Anh)",4,3,2,5,5,1,1,2,4,1,7.25,,8.75,8.25,,,,,,,1,Đi làm,
